estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
0,39.3673,3,11,11,720,0,0,0,0,0,0,0,0
0,19.72,3,9,0,1200,0,0,0,0,0,0,0,0
0,40.2761,3,11,11,756,0,0,0,0,0,0,0,0
0,179.7715,3,9,0,800,39,0,0,0,0,0,0,0
6,58.303,3,9,9,1134,188,1692,1,0,0,0,1,0
0,49.4094,3,9,9,1701,0,0,0,0,0,0,0,0
0,109.9195,3,9,9,1080,27,243,0,0,0,0,0,0
0,57.7726,3,9,9,1701,0,0,0,0,0,0,0,0
0,50.9392,3,9,9,756,0,0,0,0,0,0,0,0
0,47.1814,3,9,9,756,0,0,0,0,0,0,0,0
18,44.2054,3,9,9,1134,36,324,2,0,0,0,2,0
0,43.7328,3,11,0,2160,0,0,0,0,0,0,0,0
33,40.8468,3,9,9,1440,104,936,3,0,0,0,3,0
0,39.9295,3,9,9,1008,0,0,0,0,0,0,0,0
0,29.931,3,9,9,2400,0,0,0,0,0,0,0,0
0,37.0428,3,2,2,756,0,0,0,0,0,0,0,0
0,39.0289,3,9,9,1600,0,0,0,0,0,0,0,0
0,34.5584,3,9,9,756,0,0,0,0,0,0,0,0
0,41.2233,3,9,9,756,0,0,0,0,0,0,0,0
0,40.2967,3,9,0,1134,37,0,0,0,0,0,0,0
0,42.3748,3,9,0,2880,110,0,0,0,0,0,0,0
0,38.4677,3,11,11,1344,31,341,0,0,0,0,0,0
0,29.9541,3,9,0,2700,387,0,0,0,0,0,0,0
0,42.5665,3,9,9,1134,0,0,0,0,0,0,0,0
0,42.2262,3,9,9,1440,94,846,0,0,0,0,0,0
0,41.2485,3,9,0,1134,18,0,0,0,0,0,0,0
0,32.4558,3,9,9,756,0,0,0,0,0,0,0,0
12,41.4211,3,9,9,1134,72,648,1,0,0,0,1,0
0,40.661,3,11,0,1134,0,0,0,0,0,0,0,0
0,38.6669,3,9,9,3402,162,1458,0,0,0,0,0,0
0,37.3433,3,9,9,1800,0,0,0,0,0,0,0,0
0,39.8842,3,11,11,1134,36,396,0,0,0,0,0,0
0,137.8993,3,9,9,2268,35,315,0,0,0,0,0,0
0,39.5966,3,9,9,1200,0,0,0,0,0,0,0,0
52,47.7057,3,9,9,1920,32,288,2,0,0,0,2,0
0,46.0216,3,11,0,1134,0,0,0,0,0,0,0,0
0,90.1912,3,9,0,2160,0,0,0,0,0,0,0,0
0,55.3473,3,9,9,720,12,108,0,0,0,0,0,0
0,43.1028,3,9,9,1701,0,0,0,0,0,0,0,0
0,40.4879,3,9,9,1134,53,477,0,0,0,0,0,0
0,51.413,3,9,9,1701,0,0,0,0,0,0,0,0
0,39.9795,3,9,9,1800,233,2097,0,0,0,0,0,0
0,47.9283,3,9,0,1134,0,0,0,0,0,0,0,0
0,51.4209,3,11,11,672,0,0,0,0,0,0,0,0
0,45.033,3,9,0,2700,334,0,0,0,0,0,0,0
63,46.5819,3,9,9,1280,64,576,6,0,0,0,6,0
572,38.6342,3,11,11,1800,373,4103,37,0,0,0,37,0
56,42.5555,3,9,9,1800,30,270,4,0,0,0,4,0
729,49.2953,3,9,9,756,108,972,50,0,0,0,50,0
0,37.4439,3,11,11,5400,0,0,0,0,0,0,0,0
428,48.626,3,9,9,3402,46,414,30,0,0,0,30,0
0,47.6863,3,9,0,756,63,0,0,0,0,0,0,0
0,51.1233,3,9,9,1134,0,0,0,0,0,0,0,0
0,49.1434,3,9,0,756,0,0,0,0,0,0,0,0
0,35.337,3,9,0,800,0,0,0,0,0,0,0,0
62,48.0086,3,11,11,1134,18,198,3,0,0,0,3,0
116,49.423,3,11,11,2268,132,1452,8,0,0,0,8,0
17,43.9408,3,2,2,1200,38,76,1,0,0,0,1,0
0,52.1029,3,9,9,2268,144,1296,0,0,0,0,0,0
0,46.9337,3,9,0,756,20,0,0,0,0,0,0,0
0,39.6177,3,9,0,504,0,0,0,0,0,0,0,0
0,47.5042,3,9,9,720,27,243,0,0,0,0,0,0
0,23.9597,3,11,0,1134,72,0,0,0,0,0,0,0
0,29.9459,3,9,9,448,24,216,0,0,0,0,0,0
0,41.916,3,9,9,756,0,0,0,0,0,0,0,0
0,139.2545,3,11,11,504,0,0,0,0,0,0,0,0
0,57.804,3,9,0,756,54,0,0,0,0,0,0,0
0,60.4117,3,11,0,1620,0,0,0,0,0,0,0,0
