estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
11607,0.0975,-1,1,1,17,17,17,17,6,4,6,1,0
11464,0.0699,-1,1,1,13,13,13,13,6,4,1,2,0
11295,0.0669,-1,1,1,13,13,13,13,1,5,6,1,0
11666,0.0661,-1,1,1,13,13,13,13,6,4,1,2,0
56869,0.2746,-1,7,7,17,17,119,63,14,14,28,7,0
11511,0.085,-1,1,1,17,17,17,17,6,4,6,1,0
11507,0.0676,-1,1,1,13,13,13,13,6,4,1,2,0
3538,0.126,-1,7,7,12,12,84,28,0,7,21,0,0
12270,0.0207,-1,1,1,3,3,3,3,1,1,1,0,0
11447,0.0616,-1,1,1,13,13,13,13,1,5,6,1,0
77483,5.5178,-1,462,308,17,17,5236,1648,153,335,1006,154,0
12141,0.0584,-1,1,1,3,3,3,3,1,1,1,0,0
12045,0.0194,-1,1,1,3,3,3,3,1,1,1,0,0
46885,0.2062,-1,7,7,17,17,119,56,21,14,14,7,0
45451,0.5168,-1,7,7,33,33,231,171,24,42,49,56,0
45600,0.186,-1,21,21,3,3,63,63,21,21,21,0,0
11674,0.0877,-1,1,1,17,17,17,17,6,4,6,1,0
11141,0.0463,-1,1,1,9,9,9,9,1,5,1,2,0
12331,0.0189,-1,1,1,3,3,3,3,1,1,1,0,0
11253,0.0666,-1,1,1,13,13,13,13,1,5,6,1,0
11705,0.0772,-1,1,1,17,17,17,17,6,4,6,1,0
21906,0.0694,-1,7,7,3,3,21,21,7,7,7,0,0
11934,0.0837,-1,1,1,17,17,17,17,6,4,6,1,0
44917,0.5565,-1,7,7,26,26,182,166,12,49,49,56,0
11328,0.1091,-1,1,1,12,12,12,12,0,5,6,1,0
11442,0.1089,-1,1,1,17,17,17,17,6,4,6,1,0
12068,0.0258,-1,1,1,3,3,3,3,1,1,1,0,0
11810,0.1057,-1,1,1,17,17,17,17,6,4,6,1,0
11773,0.0995,-1,1,1,16,16,16,16,5,4,6,1,0
44511,0.6125,-1,7,7,25,25,175,164,10,49,49,56,0
11714,0.2592,-1,1,1,17,17,17,17,6,4,6,1,0
11449,0.0894,-1,1,1,13,13,13,13,6,4,1,2,0
11698,0.1222,-1,1,1,17,17,17,17,6,4,6,1,0
11500,0.1061,-1,1,1,17,17,17,17,6,4,6,1,0
11564,0.1397,-1,1,1,26,26,26,22,0,7,7,8,0
11603,0.1006,-1,1,1,17,17,17,17,6,4,6,1,0
11222,0.0754,-1,1,1,12,12,12,12,5,4,1,2,0
11222,0.075,-1,1,1,12,12,12,12,0,5,6,1,0
11772,0.1835,-1,1,1,35,35,35,31,10,6,7,8,0
31177,0.9422,-1,7,7,50,50,350,288,20,107,112,49,0
11653,0.1511,-1,1,1,17,17,17,17,6,4,6,1,0
11557,0.1128,-1,1,1,16,16,16,16,5,4,6,1,0
46563,0.6902,-1,7,7,35,35,245,229,12,49,119,49,0
12121,0.0402,-1,1,1,3,3,3,3,1,1,1,0,0
12068,0.0262,-1,1,1,3,3,3,3,1,1,1,0,0
27041,0.6817,-1,7,7,35,35,245,223,7,48,119,49,0
11040,0.0457,-1,1,1,5,5,5,5,1,0,2,2,0
2612,0.2237,-1,7,7,16,16,112,34,7,7,20,0,0
47998,0.846,-1,21,7,44,44,308,267,57,42,119,49,0
11411,0.0722,-1,1,1,9,9,9,9,1,5,1,2,0
50299,0.8214,-1,21,7,44,44,308,258,50,110,42,56,0
11461,0.2904,-1,1,1,13,13,13,13,1,5,6,1,0
11740,0.1174,-1,1,1,17,17,17,17,6,4,6,1,0
21845,0.0675,-1,7,7,3,3,21,21,7,7,7,0,0
12141,0.018,-1,1,1,3,3,3,3,1,1,1,0,0
10979,0.0381,-1,1,1,8,8,8,8,0,0,7,1,0
12868,0.1792,-1,1,1,44,44,44,40,10,16,6,8,0
11248,0.0475,-1,1,1,12,12,12,12,0,5,6,1,0
11471,0.0598,-1,1,1,13,13,13,13,6,4,1,2,0
11517,0.046,-1,1,1,13,13,13,13,6,4,1,2,0
11350,0.0548,-1,1,1,12,12,12,12,5,4,1,2,0
11528,0.0731,-1,1,1,16,16,16,16,5,4,6,1,0
11850,0.11,-1,1,1,26,26,26,26,4,7,7,8,0
43441,0.2765,-1,7,7,16,16,112,112,35,28,42,7,0
12285,0.1203,-1,1,1,34,34,34,29,8,6,7,8,0
11343,0.0596,-1,1,1,13,13,13,13,1,5,6,1,0
11899,0.1531,-1,1,1,35,35,35,33,2,7,17,7,0
43218,0.1851,-1,21,7,3,3,21,21,7,7,7,0,0
11398,0.0655,-1,1,1,13,13,13,13,6,4,1,2,0
11537,0.0554,-1,1,1,12,12,12,12,5,4,1,2,0
11445,0.053,-1,1,1,12,12,12,12,5,4,1,2,0
43894,0.0635,-1,7,7,3,3,21,21,7,7,7,0,0
11170,0.04,-1,1,1,9,9,9,9,1,5,1,2,0
11277,0.0412,-1,1,1,9,9,9,9,1,5,1,2,0
12049,0.0157,-1,1,1,3,3,3,3,1,1,1,0,0
12410,0.1606,-1,1,1,39,39,39,36,6,16,6,8,0
11374,0.0408,-1,1,1,9,9,9,9,1,5,1,2,0
12346,0.138,-1,1,1,34,34,34,30,9,6,7,8,0
12248,0.0295,-1,1,1,3,3,3,3,1,1,1,0,0
11508,0.1946,-1,1,1,17,17,17,17,6,4,6,1,0
11281,0.0969,-1,1,1,9,9,9,9,1,5,1,2,0
11499,0.0861,-1,1,1,16,16,16,16,5,4,6,1,0
11342,0.0624,-1,1,1,13,13,13,13,1,5,6,1,0
43925,0.0766,-1,7,7,3,3,21,21,7,7,7,0,0
24473,0.4153,-1,7,7,26,26,182,159,9,45,49,56,0
11731,0.0728,-1,1,1,17,17,17,17,6,4,6,1,0
11388,0.0566,-1,1,1,13,13,13,13,6,4,1,2,0
11414,0.051,-1,1,1,13,13,13,13,6,4,1,2,0
11031,0.0389,-1,1,1,8,8,8,8,0,5,1,2,0
11409,0.07,-1,1,1,16,16,16,16,5,4,6,1,0
11707,0.0589,-1,1,1,13,13,13,13,6,4,1,2,0
0,0.0586,-1,7,7,12,12,84,0,0,0,0,0,0
11403,0.0534,-1,1,1,12,12,12,12,0,5,6,1,0
11746,0.0764,-1,1,1,17,17,17,17,6,4,6,1,0
80128,0.3027,-1,7,7,16,16,112,112,35,28,42,7,0
11985,0.0237,-1,1,1,3,3,3,3,1,1,1,0,0
0,0.0672,-1,7,7,13,13,91,0,0,0,0,0,0
11558,0.059,-1,1,1,13,13,13,13,6,4,1,2,0
10774,0.0226,-1,1,1,5,5,5,5,1,0,2,2,0
24251,0.4048,-1,7,7,26,26,182,157,5,47,49,56,0
78676,0.2904,-1,7,7,13,13,91,91,7,35,42,7,0
12086,0.0227,-1,1,1,3,3,3,3,1,1,1,0,0
12178,0.1819,-1,1,1,44,44,44,40,10,6,17,7,0
12324,0.0166,-1,1,1,3,3,3,3,1,1,1,0,0
0,0.052,-1,7,7,9,9,63,0,0,0,0,0,0
11680,0.0551,-1,1,1,12,12,12,12,5,4,1,2,0
0,0.0297,-1,7,7,9,9,63,0,0,0,0,0,0
24794,0.4278,-1,7,7,31,31,217,158,13,40,49,56,0
80181,0.2275,-1,7,7,13,13,91,91,42,28,7,14,0
11600,0.0807,-1,1,1,16,16,16,16,5,4,6,1,0
12041,0.0191,-1,1,1,3,3,3,3,1,1,1,0,0
12557,0.1761,-1,1,1,43,43,43,41,11,6,17,7,0
43107,0.23,-1,7,7,13,13,91,91,42,28,7,14,0
11470,0.0608,-1,1,1,13,13,13,13,6,4,1,2,0
22008,0.059,-1,7,7,3,3,21,21,7,7,7,0,0
11628,0.0683,-1,1,1,16,16,16,16,5,4,6,1,0
0,0.0847,-1,7,7,17,17,119,0,0,0,0,0,0
13169,0.2173,-1,1,1,53,53,53,50,11,16,16,7,0
21598,0.0585,-1,7,7,3,3,21,21,7,7,7,0,0
11881,0.1352,-1,1,1,35,35,35,30,9,6,7,8,0
11265,0.0551,-1,1,1,13,13,13,13,1,5,6,1,0
12174,0.0176,-1,1,1,3,3,3,3,1,1,1,0,0
11594,0.0741,-1,1,1,17,17,17,17,6,4,6,1,0
11769,0.0774,-1,1,1,17,17,17,17,6,4,6,1,0
0,0.0871,-1,7,7,17,17,119,0,0,0,0,0,0
12248,0.0143,-1,1,1,3,3,3,3,1,1,1,0,0
12061,0.0159,-1,1,1,3,3,3,3,1,1,1,0,0
12092,0.0129,-1,1,1,3,3,3,3,1,1,1,0,0
11643,0.0733,-1,1,1,17,17,17,17,6,4,6,1,0
11612,0.0737,-1,1,1,17,17,17,17,6,4,6,1,0
12309,0.0167,-1,1,1,3,3,3,3,1,1,1,0,0
0,0.0927,-1,21,7,17,17,119,0,0,0,0,0,0
29746,0.1974,-1,7,7,17,17,119,56,21,0,28,7,0
45803,0.1897,-1,21,21,3,3,63,63,21,21,21,0,0
22055,0.0608,-1,7,7,3,3,21,21,7,7,7,0,0
80964,0.3013,-1,7,7,17,17,119,119,42,28,42,7,0
11702,0.1134,-1,1,1,26,26,26,24,2,7,7,8,0
11839,0.0792,-1,1,1,17,17,17,17,6,4,6,1,0
11513,0.0623,-1,1,1,13,13,13,13,6,4,1,2,0
11198,0.0571,-1,1,1,13,13,13,13,1,5,6,1,0
0,0.0834,-1,7,7,16,16,112,0,0,0,0,0,0
43733,0.0592,-1,7,7,3,3,21,21,7,7,7,0,0
11600,0.0759,-1,1,1,17,17,17,17,6,4,6,1,0
43353,0.2312,-1,7,7,13,13,91,91,42,28,7,14,0
11627,0.0587,-1,1,1,13,13,13,13,6,4,1,2,0
11430,0.0596,-1,1,1,13,13,13,13,6,4,1,2,0
11672,0.0598,-1,1,1,13,13,13,13,6,4,1,2,0
11717,0.0722,-1,1,1,16,16,16,16,5,4,6,1,0
12361,0.0162,-1,1,1,3,3,3,3,1,1,1,0,0
54088,1.1601,-1,21,21,34,34,714,439,61,84,126,168,0
11261,0.0667,-1,1,1,12,12,12,12,5,4,1,2,0
11485,0.0773,-1,1,1,17,17,17,17,6,4,6,1,0
30890,0.7577,-1,7,7,51,51,357,285,19,105,112,49,0
12233,0.0234,-1,1,1,3,3,3,3,1,1,1,0,0
11544,0.0717,-1,1,1,16,16,16,16,5,4,6,1,0
41187,1.8534,-1,378,252,3,3,756,613,194,203,216,0,0
11470,0.1298,-1,1,1,26,26,26,24,2,7,7,8,0
12082,0.019,-1,1,1,3,3,3,3,1,1,1,0,0
12011,0.1227,-1,1,1,26,26,26,26,4,7,7,8,0
12262,0.0179,-1,1,1,3,3,3,3,1,1,1,0,0
12677,0.1706,-1,1,1,42,42,42,39,9,16,6,8,0
11156,0.0551,-1,1,1,12,12,12,12,0,5,6,1,0
12213,0.0161,-1,1,1,3,3,3,3,1,1,1,0,0
12212,0.0113,-1,1,1,3,3,3,3,1,1,1,0,0
11831,0.0724,-1,1,1,16,16,16,16,5,4,6,1,0
11486,0.0724,-1,1,1,16,16,16,16,5,4,6,1,0
10990,0.0425,-1,1,1,9,9,9,9,1,5,1,2,0
0,0.0931,-1,21,7,17,17,119,0,0,0,0,0,0
