estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
0,0.0679,-1,9,0,1,1,0,0,0,0,0,0,0
4755,0.0797,-1,11,11,1,1,11,11,0,0,0,0,11
3874,0.0566,-1,9,9,1,1,9,9,0,0,0,0,9
4025,0.0371,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0081,-1,9,0,1,1,0,0,0,0,0,0,0
46,0.051,-1,9,9,1,1,9,9,0,0,0,0,9
207,0.0221,-1,2,1,1,1,1,1,0,0,0,0,1
2014,0.0458,-1,9,9,1,1,9,9,0,0,0,0,9
74,0.0711,-1,11,11,1,1,11,11,0,0,0,0,11
54,0.0444,-1,9,9,1,1,9,9,0,0,0,0,9
1892,0.0353,-1,9,9,1,1,9,9,0,0,0,0,9
57,0.0429,-1,11,11,1,1,11,11,0,0,0,0,11
4732,0.0576,-1,11,11,1,1,11,11,0,0,0,0,11
1873,0.0361,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0079,-1,9,0,1,1,0,0,0,0,0,0,0
1940,0.0342,-1,9,9,1,1,9,9,0,0,0,0,9
3906,0.0342,-1,9,9,1,1,9,9,0,0,0,0,9
1924,0.0339,-1,9,9,1,1,9,9,0,0,0,0,9
3905,0.0323,-1,9,9,1,1,9,9,0,0,0,0,9
1889,0.0331,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0064,-1,9,0,1,1,0,0,0,0,0,0,0
0,0.0072,-1,11,0,1,1,0,0,0,0,0,0,0
0,0.0064,-1,9,0,1,1,0,0,0,0,0,0,0
55,0.032,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0182,-1,9,0,1,1,0,0,0,0,0,0,0
1893,0.0506,-1,9,9,1,1,9,9,0,0,0,0,9
49,0.0463,-1,9,9,1,1,9,9,0,0,0,0,9
53,0.0398,-1,9,9,1,1,9,9,0,0,0,0,9
3944,0.0337,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0065,-1,9,0,1,1,0,0,0,0,0,0,0
52,0.0346,-1,9,9,1,1,9,9,0,0,0,0,9
2267,0.0448,-1,11,11,1,1,11,11,0,0,0,0,11
4792,0.0411,-1,11,11,1,1,11,11,0,0,0,0,11
1911,0.0343,-1,9,9,1,1,9,9,0,0,0,0,9
65,0.0385,-1,11,11,1,1,11,11,0,0,0,0,11
3900,0.0327,-1,9,9,1,1,9,9,0,0,0,0,9
2393,0.0411,-1,11,11,1,1,11,11,0,0,0,0,11
2357,0.0399,-1,11,11,1,1,11,11,0,0,0,0,11
4764,0.043,-1,11,11,1,1,11,11,0,0,0,0,11
2296,0.0405,-1,11,11,1,1,11,11,0,0,0,0,11
51,0.043,-1,9,9,1,1,9,9,0,0,0,0,9
1946,0.0352,-1,9,9,1,1,9,9,0,0,0,0,9
60,0.0353,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0063,-1,9,0,1,1,0,0,0,0,0,0,0
3882,0.0343,-1,9,9,1,1,9,9,0,0,0,0,9
4691,0.0389,-1,11,11,1,1,11,11,0,0,0,0,11
3845,0.0332,-1,9,9,1,1,9,9,0,0,0,0,9
1972,0.0348,-1,9,9,1,1,9,9,0,0,0,0,9
3954,0.0344,-1,9,9,1,1,9,9,0,0,0,0,9
1889,0.0335,-1,9,9,1,1,9,9,0,0,0,0,9
61,0.0326,-1,9,9,1,1,9,9,0,0,0,0,9
1923,0.0331,-1,9,9,1,1,9,9,0,0,0,0,9
2396,0.0404,-1,11,11,1,1,11,11,0,0,0,0,11
56,0.0331,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0065,-1,9,0,1,1,0,0,0,0,0,0,0
0,0.0066,-1,9,0,1,1,0,0,0,0,0,0,0
4731,0.1077,-1,11,11,1,1,11,11,0,0,0,0,11
1942,0.0572,-1,9,9,1,1,9,9,0,0,0,0,9
1967,0.0363,-1,9,9,1,1,9,9,0,0,0,0,9
4705,0.0446,-1,11,11,1,1,11,11,0,0,0,0,11
0,0.0077,-1,9,0,1,1,0,0,0,0,0,0,0
2323,0.0421,-1,11,11,1,1,11,11,0,0,0,0,11
54,0.0403,-1,11,11,1,1,11,11,0,0,0,0,11
1873,0.0301,-1,9,9,1,1,9,9,0,0,0,0,9
1991,0.0347,-1,9,9,1,1,9,9,0,0,0,0,9
1854,0.0339,-1,9,9,1,1,9,9,0,0,0,0,9
46,0.034,-1,9,9,1,1,9,9,0,0,0,0,9
3900,0.0274,-1,9,9,1,1,9,9,0,0,0,0,9
61,0.0325,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0065,-1,9,0,1,1,0,0,0,0,0,0,0
0,0.0119,-1,9,0,1,1,0,0,0,0,0,0,0
1941,0.0347,-1,9,9,1,1,9,9,0,0,0,0,9
0,0.0081,-1,11,0,1,1,0,0,0,0,0,0,0
0,0.0064,-1,9,0,1,1,0,0,0,0,0,0,0
4864,0.0392,-1,11,11,1,1,11,11,0,0,0,0,11
38,0.0381,-1,9,9,1,1,9,9,0,0,0,0,9
54,0.0308,-1,9,9,1,1,9,9,0,0,0,0,9
55,0.0356,-1,9,9,1,1,9,9,0,0,0,0,9
1967,0.0341,-1,9,9,1,1,9,9,0,0,0,0,9
