estimates,runtime,case
7046,58.1248,1
7046,53.3998,1
7046,53.1898,1
7046,70.6365,1
7046,54.9153,1
7046,53.5266,1
7046,51.659,1
7046,73.0346,1
7046,64.537,1
7046,66.3164,1
7046,78.5928,1
7046,56.0696,1
7046,80.2981,1
7046,63.5948,1
7046,59.4867,1
7046,72.6897,1
7046,68.1218,1
7046,54.6153,1
7046,75.999,1
7046,72.327,1
7046,79.476,1
7046,77.3394,1
7046,74.7526,1
7046,58.0988,1
7046,58.1783,1
7046,56.8575,1
7046,59.4333,1
7046,55.0125,1
7046,64.267,1
7046,56.2622,1
7046,61.5251,1
7046,54.3637,1
7046,71.1498,1
7046,54.6451,1
7046,78.9125,1
7046,79.8402,1
7046,66.1358,1
7046,56.4911,1
7046,73.8968,1
7046,54.2198,1
7046,63.2377,1
7046,75.4381,1
7046,78.3811,1
7046,69.7349,1
7046,61.7984,1
7046,76.2681,1
7046,72.2972,1
7046,63.3052,1
7046,65.8211,1
7046,58.1216,1
7046,60.3187,1
7046,66.0783,1
7046,62.1584,1
7046,66.1675,1
7046,62.6801,1
7046,53.7993,1
7046,64.9901,1
7046,59.7977,1
7046,75.7849,1
7046,79.1032,1
7046,53.8335,1
7046,48.4077,1
7046,56.337,1
7046,66.6331,1
7046,53.4912,1
7046,52.7612,1
7046,70.2995,1
7046,52.6965,1
7046,70.3303,1
7046,57.1123,1
7046,67.0727,1
7046,72.4793,1
7046,57.9534,1
7046,78.1731,1
7046,61.6833,1
7046,53.7865,1
7046,59.3928,1
7046,76.7983,1
7046,80.8684,1
7046,53.8004,1
7046,73.4713,1
7046,82.3149,1
7046,65.3797,1
7046,76.2791,1
7046,47.7089,1
7046,57.6289,1
7046,70.0916,1
7046,74.2105,1
7046,51.6739,1
7046,71.2523,1
7046,61.4186,1
7046,77.3901,1
7046,71.6405,1
7046,73.206,1
7046,73.0922,1
7046,69.8379,1
7046,70.782,1
7046,64.8481,1
7046,70.4639,1
7046,52.5005,1
7046,73.3671,1
7046,73.1143,1
7046,75.7296,1
7046,55.5295,1
7046,61.1878,1
7046,57.3526,1
7046,47.4138,1
7046,54.0301,1
7046,57.1559,1
7046,57.8169,1
7046,59.2291,1
7046,74.4711,1
7046,68.6274,1
7046,60.8182,1
7046,65.8631,1
7046,65.6546,1
7046,67.1935,1
7046,56.7107,1
7046,71.1282,1
7046,77.328,1
7046,77.7187,1
7046,59.5522,1
7046,62.0869,1
7046,63.4195,1
7046,70.513,1
7046,59.2142,1
7046,70.2511,1
7046,71.0276,1
7046,54.9569,1
7046,76.557,1
7046,74.1477,1
7046,76.0362,1
7046,59.151,1
7046,80.9086,1
7046,67.9513,1
7046,58.9264,1
7046,49.3557,1
7046,60.6626,1
7046,65.0943,1
7046,67.2103,1
7046,71.1534,1
7046,63.5924,1
7046,61.4213,1
7046,63.1569,1
7046,52.3821,1
7046,66.4273,1
7046,76.4296,1
7046,83.6025,1
7046,73.9512,1
7046,80.1013,1
7046,66.4588,1
7046,73.9758,1
7046,62.6214,1
7046,59.5065,1
7046,79.8365,1
7046,57.3705,1
7046,61.4214,1
7046,57.3778,1
7046,60.0695,1
7046,52.8734,1
7046,65.6292,1
7046,72.1343,1
7046,73.1269,1
7046,69.2504,1
7046,73.4716,1
7046,72.98,1
7046,73.8261,1
7046,78.2479,1
7046,69.5167,1
7046,75.0663,1
7046,62.1945,1
7046,65.8425,1
7046,72.7152,1
7046,54.7818,1
7046,75.4684,1
7046,62.0077,1
7046,62.4699,1
7046,53.1261,1
7046,52.6958,1
7046,80.3015,1
7046,68.7926,1
7046,74.9351,1
7046,71.334,1
7046,78.2551,1
7046,74.1591,1
7046,56.4595,1
7046,68.8131,1
7046,73.4394,1
7046,60.9666,1
7046,73.8217,1
7046,68.6516,1
7046,77.6856,1
7046,79.7604,1
7046,64.869,1
7046,53.691,1
7046,52.203,1
7046,79.954,1
7046,72.2264,1
7046,56.6179,1
7046,72.6147,1
