estimates,runtime,case
6920,49.128,1
6920,72.3505,1
6920,75.1495,1
6920,71.2755,1
6920,60.0061,1
6920,70.6488,1
6920,51.3124,1
6920,60.0433,1
6920,73.658,1
6920,72.2596,1
6920,70.7523,1
6920,80.4035,1
6920,72.0811,1
6920,72.8509,1
6920,70.1807,1
6920,85.7687,1
6920,78.6682,1
6920,66.2222,1
6920,75.7308,1
6920,61.8021,1
6920,56.8969,1
6920,59.527,1
6920,48.2581,1
6920,81.3057,1
6920,58.165,1
6920,54.8445,1
6920,76.9408,1
6920,79.983,1
6920,80.4072,1
6920,55.7219,1
6920,72.2644,1
6920,50.2905,1
6920,79.4988,1
6920,54.4544,1
6920,68.8923,1
6920,75.7634,1
6920,58.4724,1
6920,64.3928,1
6920,60.8378,1
6920,58.2018,1
6920,72.4185,1
6920,76.3642,1
6920,74.1825,1
6920,55.2278,1
6920,72.5548,1
6920,68.3278,1
6920,79.8643,1
6920,61.0866,1
6920,75.6112,1
6920,66.822,1
6920,76.5488,1
6920,59.4402,1
6920,61.3878,1
6920,76.8982,1
6920,61.0918,1
6920,50.5315,1
6920,71.86,1
6920,68.9457,1
6920,59.3886,1
6920,60.5695,1
6920,62.272,1
6920,57.8813,1
6920,76.5295,1
6920,82.3074,1
6920,57.3398,1
6920,63.0312,1
6920,64.673,1
6920,71.8437,1
6920,70.4355,1
6920,53.5888,1
6920,60.753,1
6920,71.2912,1
6920,65.5068,1
6920,50.0926,1
6920,81.6128,1
6920,72.5988,1
6920,72.0102,1
6920,81.3695,1
6920,65.1638,1
6920,71.0585,1
6920,70.4531,1
6920,65.2197,1
6920,58.529,1
6920,60.6243,1
6920,50.3007,1
6920,52.6025,1
6920,74.0417,1
6920,57.365,1
6920,68.2042,1
6920,77.5403,1
6920,75.706,1
6920,65.6046,1
6920,61.8592,1
6920,63.2294,1
6920,74.0681,1
6920,67.2216,1
6920,70.2478,1
6920,75.2177,1
6920,54.9027,1
6920,56.1222,1
6920,71.5694,1
6920,85.3989,1
6920,77.0417,1
6920,57.1567,1
6920,68.9441,1
6920,56.1426,1
6920,64.0176,1
6920,71.6288,1
6920,61.5218,1
6920,72.6548,1
6920,59.1005,1
6920,72.664,1
6920,60.0921,1
6920,76.3041,1
6920,57.2024,1
6920,54.65,1
6920,53.4794,1
6920,68.574,1
6920,49.7255,1
6920,59.9683,1
6920,66.1679,1
6920,68.7849,1
6920,75.2086,1
6920,66.7809,1
6920,58.1813,1
6920,63.7216,1
6920,60.4353,1
6920,59.5311,1
6920,74.761,1
6920,65.9809,1
6920,58.8383,1
6920,69.5918,1
6920,68.1454,1
6920,57.6131,1
6920,63.266,1
6920,74.0328,1
6920,57.4932,1
6920,46.9522,1
6920,73.6219,1
6920,64.7317,1
6920,68.2838,1
6920,60.3787,1
6920,64.7662,1
6920,55.3124,1
6920,61.3468,1
6920,52.7829,1
6920,54.7667,1
6920,63.9518,1
6920,57.0337,1
6920,76.0676,1
6920,60.9752,1
6920,80.3967,1
6920,73.1776,1
6920,75.5743,1
6920,71.394,1
6920,77.5603,1
6920,73.6735,1
6920,57.0205,1
6920,54.5422,1
6920,65.6448,1
6920,60.3817,1
6920,52.1922,1
6920,76.5642,1
6920,51.5072,1
6920,59.2597,1
6920,71.957,1
6920,53.0707,1
6920,57.8665,1
6920,63.377,1
6920,52.0371,1
6920,58.8541,1
6920,60.6204,1
6920,46.8635,1
6920,66.0417,1
6920,73.5158,1
6920,45.6945,1
6920,62.9236,1
6920,71.6031,1
6920,68.121,1
6920,56.8248,1
6920,56.9045,1
6920,61.8992,1
6920,60.8165,1
6920,61.1738,1
6920,50.9501,1
6920,73.8255,1
6920,61.93,1
6920,70.2518,1
6920,58.1991,1
6920,71.4091,1
6920,70.71,1
6920,74.9758,1
6920,51.6863,1
6920,67.0919,1
6920,79.202,1
6920,81.7901,1
6920,81.0197,1
6920,40.4655,1
6920,61.8096,1
6920,54.976,1
