estimates,runtime,case
46329,4840.867401,2
64856,4872.821201,2
99751,8304.438101,2
49658,5242.7257,2
78467,5559.019301,2
108639,5730.847099,2
32926,4218.9465,2
84295,6116.945301,2
36029,5852.039799,2
22492,3940.6781,2
66685,5262.783299,2
38420,6979.445199,2
74408,5494.165599,2
36941,5698.8805,2
88819,5868.0124,2
63169,9216.721999,2
59706,5134.583,2
92233,6040.1977,2
41255,7064.114401,2
35626,4144.382301,2
44368,6317.2205,2
39414,7827.0681,2
73688,5381.9589,2
77198,6651.019001,2
65063,5504.07,2
50566,5511.072,2
30832,6650.170701,2
70570,6238.2546,2
68554,5253.3724,2
62267,5039.852199,2
50195,5268.1761,2
80854,5202.7017,2
45692,5225.5192,2
61625,6293.492601,2
55046,5076.469999,2
32589,3827.8044,2
33444,6469.2087,2
59232,5477.9367,2
117113,6414.2368,2
51894,5143.5684,2
40095,4257.5731,2
52419,4399.549801,2
30800,6647.3127,2
41304,5949.4014,2
57793,5371.8975,2
64421,7709.8977,2
51748,5671.7587,2
56014,6615.666499,2
40190,4514.7854,2
51713,5398.4454,2
40508,7626.5134,2
92569,5350.512701,2
109200,6448.097499,2
82456,5025.5607,2
74754,5932.1062,2
29849,4467.765601,2
46936,6299.613701,2
67816,8856.8394,2
117864,6232.6079,2
86726,4923.8118,2
25538,5439.9231,2
94495,6784.6118,2
53950,6912.263199,2
31909,4607.852399,2
135411,5777.1423,2
81187,5499.734899,2
72409,5920.0133,2
46108,5724.7956,2
48057,6902.3684,2
70928,5551.8621,2
90610,5595.8928,2
46619,5451.9078,2
63683,4912.302799,2
66270,6205.4056,2
39160,4296.2019,2
64201,5070.7993,2
33673,6636.398699,2
77679,5661.9855,2
69808,5272.0079,2
51184,5763.21,2
84294,5989.116799,2
48511,7050.2705,2
49890,5525.039701,2
96157,5710.854999,2
69618,6046.67,2
134742,6383.294,2
58885,4765.1054,2
65523,4812.681599,2
93940,5594.3151,2
18225,5593.242201,2
33847,6129.441399,2
39415,6572.7608,2
63828,5669.409001,2
81264,5327.4543,2
58171,5797.538001,2
29018,4159.7427,2
90655,7176.2405,2
48794,6341.2179,2
110790,8325.511,2
78462,6345.825099,2
37618,4611.5873,2
33786,4063.0326,2
132654,6572.3914,2
54142,4069.141,2
36034,6097.4009,2
108170,6278.350801,2
75696,5794.019701,2
100221,5890.0597,2
32773,11635.7689,2
67715,5005.686099,2
73246,5505.6889,2
61805,5464.4475,2
63776,5536.1482,2
33249,4206.130101,2
84504,6261.158699,2
125100,6222.0986,2
142551,6377.742101,2
80916,5941.771501,2
49206,5174.4557,2
79574,5792.9469,2
47223,7409.4367,2
47281,5484.6299,2
71080,5223.542,2
97785,5581.004499,2
40388,4369.3955,2
38962,5170.0532,2
43745,5090.197301,2
35324,5533.766099,2
65683,4916.1845,2
37677,7414.6885,2
52453,5868.126999,2
54723,4830.6996,2
57817,7664.249,2
23470,6084.879501,2
23433,5032.9654,2
101116,7119.9213,2
88979,6390.2619,2
98355,7065.8389,2
71232,8388.642,2
106362,6819.784201,2
76118,6492.301901,2
96832,5630.393701,2
61448,5036.7388,2
58560,4953.710799,2
51086,4680.8775,2
76875,5403.553101,2
24206,5205.217301,2
75147,5699.4997,2
132719,6879.850599,2
100018,6217.870999,2
54157,5714.6093,2
120530,7635.4487,2
96063,6457.479499,2
60118,4696.649399,2
79503,6422.746,2
50122,4709.5325,2
44101,4856.0055,2
55432,5882.9662,2
42425,7148.675599,2
57848,4767.9548,2
55824,5408.0157,2
79062,5789.1208,2
48368,4770.819501,2
111750,5884.0719,2
72872,6129.3136,2
52019,4563.458601,2
109199,6093.446,2
58160,5001.693,2
82978,5748.1176,2
58324,5742.2341,2
58977,5392.7571,2
37882,6670.7966,2
24798,6025.5112,2
41548,6551.0969,2
57306,7205.016301,2
90265,5939.721,2
60482,5830.5394,2
102494,6572.733499,2
57953,7169.9967,2
48893,8208.469999,2
39757,6893.1538,2
31944,6093.0801,2
136295,6157.5196,2
42660,6791.4409,2
40793,6938.6326,2
117251,6057.679299,2
72059,5108.72,2
41553,5755.5746,2
84113,6222.8003,2
13622,5276.619699,2
86745,6483.942599,2
97529,6288.7207,2
63917,5747.4598,2
66836,5188.0127,2
126816,6146.8112,2
116219,5695.4095,2
103135,6244.4903,2
48415,6093.8393,2
54372,5501.388,2
158988,7348.146601,2
