estimates,runtime,case
133209,493.1258,2
211340,1822.5515,2
111393,487.2873,2
96056,783.4298,2
125306,862.5635,2
169999,1911.9175,2
95005,1120.7036,2
227857,2773.2871,2
165110,2291.2967,2
174247,2000.4578,2
145719,1546.8871,2
149117,1524.1601,2
202891,1979.8301,2
140963,1384.2154,2
131198,569.61,2
182645,1654.2138,2
118627,831.3718,2
177573,1647.1804,2
152486,1578.8075,2
203176,2718.9896,2
143516,2115.3416,2
170489,1379.7052,2
176017,1666.9973,2
159900,2338.2598,2
137667,1220.7666,2
161840,1319.6855,2
115013,514.0885,2
135144,1338.3011,2
138295,1021.948,2
111393,477.5175,2
218976,1875.4776,2
155701,1447.4012,2
161817,2001.2389,2
175637,1655.1572,2
178349,1618.3178,2
124655,517.1172,2
142728,2213.0006,2
131198,575.2172,2
189627,1619.099,2
154076,1058.2057,2
159176,1329.2368,2
146370,1043.8204,2
126205,1193.7735,2
111393,492.5695,2
131198,560.8719,2
174247,1899.3386,2
133209,499.1273,2
183714,1392.2556,2
161742,1501.8358,2
221081,2123.2879,2
247282,2208.618,2
133209,488.6821,2
227161,2136.4229,2
203914,2455.8256,2
177020,1555.6088,2
125306,620.9103,2
195131,1502.7703,2
95005,811.4616,2
183172,1318.6596,2
246175,2217.7198,2
132641,2046.1296,2
164871,2265.5072,2
154365,1182.6288,2
178024,1381.5485,2
133209,483.7593,2
213187,2720.4617,2
138318,879.687,2
161795,2390.4052,2
149518,1329.1203,2
161372,1593.4547,2
169583,1467.5391,2
150060,1426.6965,2
140540,636.2413,2
193282,1860.3501,2
137480,1162.6753,2
131871,2036.7354,2
206633,2150.2494,2
199510,1819.8594,2
125306,620.8267,2
124655,521.7636,2
170482,1649.9949,2
185034,1544.6029,2
157342,2528.2131,2
212406,1460.2836,2
108596,1610.0217,2
133209,502.3142,2
182738,1526.2278,2
196140,1677.0392,2
163808,2078.1191,2
178024,1407.4231,2
162113,1454.9801,2
151663,1098.6577,2
153658,1350.6921,2
220231,1982.821,2
133209,499.9612,2
131969,1504.7798,2
197716,1983.4848,2
111393,498.1258,2
245486,2189.9264,2
154884,1114.6496,2
141428,1047.4475,2
154365,1206.4162,2
188863,1780.0914,2
102925,1416.9079,2
138616,1893.7072,2
151937,2397.6324,2
174319,1637.0632,2
196343,1985.0782,2
141944,1964.4944,2
114598,833.0746,2
197119,1394.2791,2
207168,1814.5382,2
166208,1189.0552,2
124655,538.0165,2
115946,1414.2324,2
183993,1288.2704,2
242977,2204.6663,2
170393,1317.5575,2
156698,1194.8491,2
115013,534.4341,2
177439,1368.1694,2
157244,1224.6906,2
177300,1341.4164,2
124655,528.155,2
116999,876.3299,2
173334,2313.1237,2
180342,2572.259,2
95005,824.6128,2
176749,1542.0409,2
174044,2427.2547,2
114598,860.7119,2
152440,1239.3791,2
175574,2242.2897,2
177813,2269.6279,2
111917,1549.2942,2
179161,1178.6494,2
217017,1580.472,2
166626,1413.9575,2
233755,1942.4484,2
121793,1490.3685,2
198767,2709.8996,2
162721,1854.3889,2
197521,1689.3855,2
115013,517.2478,2
162609,1944.7236,2
234229,2204.6733,2
115013,520.0025,2
208796,1763.2395,2
124655,515.4655,2
243658,2114.2198,2
169931,1364.4187,2
166662,1347.7717,2
104873,1366.2071,2
114598,836.4782,2
105570,1499.4943,2
198163,1991.2805,2
140859,1180.3105,2
180574,1506.2575,2
116999,861.279,2
174861,1718.1705,2
116999,892.1951,2
196140,1642.1663,2
182602,1535.0122,2
131198,582.7217,2
91030,1425.4163,2
114598,838.2136,2
131198,575.0252,2
162147,1640.6982,2
151028,1212.721,2
125306,623.8758,2
132461,1408.1135,2
143167,1030.5896,2
125306,619.1567,2
200675,1742.0704,2
182252,2341.4765,2
100126,1311.1995,2
162419,1377.7496,2
155524,1275.6897,2
176979,1804.5706,2
230015,2749.6636,2
178567,3495.762,2
126724,1103.238,2
129032,940.0632,2
232795,2664.6953,2
200744,1674.8997,2
125125,1206.1995,2
189840,2466.0907,2
129752,2402.7614,2
190180,1525.1551,2
163656,1411.396,2
209180,1948.7195,2
171675,1572.2125,2
114598,836.4767,2
124655,520.9859,2
159109,1543.7111,2
173006,1314.2812,2
111393,512.3806,2
149368,1108.2613,2
193354,1849.001,2
124655,525.7298,2
