estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
385113,0.0667,-1,1,1,21,21,21,21,5,8,0,7,1
385378,0.1358,-1,1,1,41,41,41,41,7,6,10,15,3
384911,0.0635,-1,1,1,21,21,21,21,7,1,6,6,1
384847,0.0436,-1,1,1,13,13,13,13,5,3,1,2,2
384998,0.0738,-1,1,1,19,19,19,19,3,8,5,1,2
384925,0.0487,-1,1,1,14,14,14,14,7,2,1,2,2
386428,0.1964,-1,1,1,57,57,57,57,13,16,11,14,3
634786,12.6242,-1,1,1,3708,3686,3686,3686,2577,962,111,34,2
384676,0.107,-1,1,1,15,15,15,15,4,2,1,7,1
385071,0.0735,-1,1,1,17,17,17,17,5,3,1,7,1
384753,0.0633,-1,1,1,15,15,15,15,3,3,6,1,2
384478,0.0394,-1,1,1,11,11,11,11,4,2,1,2,2
385033,0.0703,-1,1,1,19,19,19,19,4,7,5,1,2
384749,0.0635,-1,1,1,13,13,13,13,6,2,1,2,2
384865,0.0662,-1,1,1,20,20,20,20,4,3,6,6,1
385393,0.0921,-1,1,1,24,24,24,24,4,8,5,6,1
386433,0.2334,-1,1,1,56,56,56,56,13,14,13,13,3
385174,0.0767,-1,1,1,23,23,23,23,3,8,5,6,1
384821,0.1186,-1,1,1,17,17,17,17,5,3,1,7,1
385111,0.117,-1,1,1,22,22,22,22,7,2,6,6,1
384756,0.0499,-1,1,1,19,19,19,19,4,2,6,6,1
384820,0.0683,-1,1,1,16,16,16,16,4,8,0,2,2
385218,0.0832,-1,1,1,21,21,21,21,5,3,6,6,1
385431,0.0895,-1,1,1,22,22,22,22,6,3,6,6,1
384985,0.0826,-1,1,1,21,21,21,21,5,3,6,6,1
384373,0.0394,-1,1,1,14,14,14,14,3,2,1,7,1
384838,0.0645,-1,1,1,15,15,15,15,4,2,1,7,1
384771,0.0402,-1,1,1,15,15,15,15,4,2,1,7,1
384905,0.0561,-1,1,1,15,15,15,15,4,2,6,1,2
385169,0.0612,-1,1,1,21,21,21,21,5,3,6,6,1
385100,0.0696,-1,1,1,23,23,23,23,4,7,5,6,1
385034,0.0675,-1,1,1,19,19,19,19,3,8,5,1,2
384762,0.0647,-1,1,1,19,19,19,19,3,3,6,6,1
384854,0.0532,-1,1,1,20,20,20,20,4,3,6,6,1
385069,0.0602,-1,1,1,18,18,18,18,7,2,6,1,2
384807,0.0581,-1,1,1,18,18,18,18,3,2,6,6,1
384792,0.0481,-1,1,1,15,15,15,15,4,2,1,7,1
385083,0.0727,-1,1,1,19,19,19,19,3,8,5,1,2
384936,0.0579,-1,1,1,18,18,18,18,3,7,0,7,1
384793,0.0504,-1,1,1,18,18,18,18,3,7,0,7,1
384662,0.0369,-1,1,1,13,13,13,13,2,2,1,7,1
384663,0.0469,-1,1,1,15,15,15,15,3,3,1,7,1
