estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
12497,1.6217,-1,1,1,11,11,11,11,5,1,3,2,0
30893,0.832,-1,21,21,9,9,189,126,28,56,42,0,0
13431,0.1652,-1,1,1,25,25,25,25,6,15,3,1,0
12676,0.0613,-1,1,1,9,9,9,9,4,4,1,0,0
13035,0.0863,-1,1,1,11,11,11,11,6,4,1,0,0
12785,0.0732,-1,1,1,13,13,13,13,5,3,3,2,0
12358,0.0155,-1,1,1,2,2,2,2,0,0,2,0,0
59429,4.7325,-1,378,252,18,18,4536,1443,98,290,435,620,0
12679,0.0718,-1,1,1,10,10,10,10,5,4,1,0,0
12600,0.0429,-1,1,1,8,8,8,8,3,4,1,0,0
12917,0.0525,-1,1,1,10,10,10,10,5,4,1,0,0
11208,0.1028,-1,1,1,18,18,18,13,2,3,3,4,1
12800,0.0774,-1,1,1,15,15,15,15,5,6,2,2,0
0,0.0074,-1,1,0,1,1,0,0,0,0,0,0,0
12757,0.0603,-1,1,1,12,12,12,12,4,3,3,2,0
12782,0.0492,-1,1,1,10,10,10,10,5,4,1,0,0
31840,0.3948,-1,7,7,19,19,133,133,35,56,42,0,0
9444,0.0673,-1,1,1,15,15,15,7,1,1,0,4,1
13082,0.1468,-1,1,1,11,11,11,11,6,4,1,0,0
0,0.0134,-1,1,0,1,1,0,0,0,0,0,0,0
0,0.2339,-1,7,7,9,9,63,0,0,0,0,0,0
12742,0.0575,-1,1,1,9,9,9,9,4,4,1,0,0
28979,0.1895,-1,7,7,11,11,77,77,35,21,14,7,0
13048,0.049,-1,1,1,10,10,10,10,5,4,1,0,0
12848,0.0645,-1,1,1,13,13,13,13,6,6,1,0,0
12827,0.0703,-1,1,1,13,13,13,13,6,2,3,2,0
12955,0.0498,-1,1,1,10,10,10,10,5,4,1,0,0
12623,0.0392,-1,1,1,8,8,8,8,3,4,1,0,0
0,0.0598,-1,7,7,10,10,70,0,0,0,0,0,0
12716,0.0362,-1,1,1,7,7,7,7,1,5,1,0,0
12834,0.0453,-1,1,1,9,9,9,9,4,4,1,0,0
13117,0.153,-1,1,1,33,33,33,30,3,11,7,9,0
13462,0.1304,-1,1,1,28,28,28,28,7,8,13,0,0
29981,0.3256,-1,21,21,8,8,168,112,14,56,42,0,0
13852,0.0436,-1,1,1,4,4,4,4,2,1,1,0,0
12836,0.0508,-1,1,1,9,9,9,9,4,4,1,0,0
12874,0.096,-1,1,1,10,10,10,10,5,4,1,0,0
12720,0.053,-1,1,1,10,10,10,10,5,4,1,0,0
11152,0.6647,-1,1,1,18,18,18,12,1,2,4,4,1
12761,0.0768,-1,1,1,13,13,13,13,6,2,3,2,0
12771,0.0493,-1,1,1,9,9,9,9,4,4,1,0,0
12734,0.041,-1,1,1,8,8,8,8,3,4,1,0,0
12511,0.0508,-1,1,1,10,10,10,10,3,2,3,2,0
0,0.0763,-1,7,7,12,12,84,0,0,0,0,0,0
7897,0.1671,-1,54,36,1,1,36,36,0,0,0,0,36
12602,0.0626,-1,1,1,12,12,12,12,6,1,3,2,0
0,0.7936,-1,7,7,11,11,77,0,0,0,0,0,0
13041,0.0786,-1,1,1,10,10,10,10,5,4,1,0,0
13000,0.0787,-1,1,1,15,15,15,15,4,7,2,2,0
12713,0.0682,-1,1,1,14,14,14,14,6,3,3,2,0
13007,0.0866,-1,1,1,18,18,18,18,2,8,7,1,0
12706,0.1394,-1,1,1,29,29,29,24,1,3,11,5,4
70418,10.1922,-1,462,307,18,18,5526,1369,199,559,149,462,0
12794,0.1135,-1,1,1,10,10,10,10,5,4,1,0,0
12716,0.0873,-1,1,1,14,14,14,14,3,2,8,1,0
12683,0.0502,-1,1,1,8,8,8,8,3,4,1,0,0
12629,0.0624,-1,1,1,12,12,12,12,6,1,3,2,0
0,0.0834,-1,7,7,13,13,91,0,0,0,0,0,0
13412,0.1007,-1,1,1,22,22,22,22,7,7,7,1,0
12877,0.0434,-1,1,1,9,9,9,9,4,4,1,0,0
12806,0.0439,-1,1,1,9,9,9,9,4,4,1,0,0
12385,0.0537,-1,1,1,10,10,10,10,3,2,3,2,0
12363,0.0419,-1,1,1,9,9,9,9,1,3,3,2,0
9417,0.22,-1,66,44,1,1,44,44,0,0,0,0,44
13151,0.0605,-1,1,1,11,11,11,11,6,4,1,0,0
13057,0.0592,-1,1,1,10,10,10,10,5,4,1,0,0
12532,0.0482,-1,1,1,9,9,9,9,4,4,1,0,0
12762,0.1396,-1,1,1,15,15,15,15,2,7,5,1,0
12813,0.0943,-1,1,1,14,14,14,14,6,3,3,2,0
13513,0.2339,-1,63,63,1,1,63,63,0,0,0,0,63
19173,0.6273,-1,7,7,29,29,203,181,15,26,112,28,0
12928,0.2286,-1,1,1,16,16,16,16,5,7,2,2,0
12681,0.062,-1,1,1,9,9,9,9,3,5,1,0,0
10845,0.0883,-1,1,1,18,18,18,13,4,1,3,4,1
12741,0.0563,-1,1,1,9,9,9,9,4,4,1,0,0
12812,0.0468,-1,1,1,9,9,9,9,4,4,1,0,0
13152,0.0546,-1,7,7,2,2,14,14,14,0,0,0,0
9492,0.2358,-1,66,44,1,1,44,44,0,0,0,0,44
12489,0.0514,-1,1,1,3,3,3,3,1,0,2,0,0
12824,0.0597,-1,1,1,9,9,9,9,4,4,1,0,0
13001,0.092,-1,1,1,16,16,16,16,4,8,2,2,0
12661,0.0381,-1,1,1,6,6,6,6,0,5,1,0,0
12862,0.0483,-1,1,1,9,9,9,9,4,4,1,0,0
12945,0.0891,-1,1,1,9,9,9,9,4,4,1,0,0
13058,0.0897,-1,1,1,11,11,11,11,6,4,1,0,0
13580,0.1636,-1,1,1,29,29,29,29,7,9,13,0,0
12831,0.0831,-1,1,1,14,14,14,14,7,2,3,2,0
13237,0.2516,-1,126,63,1,1,63,63,0,0,0,0,63
13569,0.1542,-1,1,1,30,30,30,30,9,8,13,0,0
12746,0.0468,-1,1,1,9,9,9,9,4,4,1,0,0
0,0.0945,-1,7,7,15,15,105,0,0,0,0,0,0
13057,0.0497,-1,1,1,10,10,10,10,5,4,1,0,0
4537,0.0558,-1,1,1,15,15,15,4,0,1,0,2,1
12451,0.0486,-1,1,1,9,9,9,9,1,3,3,2,0
12794,0.0489,-1,1,1,9,9,9,9,4,4,1,0,0
12834,0.046,-1,1,1,9,9,9,9,4,4,1,0,0
9265,0.1077,-1,3,3,17,17,51,22,4,6,6,6,0
14789,0.0796,-1,1,1,20,20,20,10,2,3,2,2,1
12985,0.0468,-1,1,1,9,9,9,9,4,4,1,0,0
31946,0.3949,-1,21,21,10,10,210,140,42,56,42,0,0
13125,0.0591,-1,1,1,11,11,11,11,6,4,1,0,0
12471,0.0448,-1,1,1,6,6,6,6,0,5,1,0,0
16310,0.351,-1,154,77,1,1,77,77,0,0,0,0,77
371649,12.0637,5,1,1,2000,157,157,157,0,0,0,0,157
12741,0.116,-1,1,1,7,7,7,7,1,5,1,0,0
12886,0.1195,-1,1,1,14,14,14,14,7,2,3,2,0
0,0.0086,-1,1,0,1,1,0,0,0,0,0,0,0
