estimates,runtime,forced,relevant_nodes,cat_regions,b_adic_cubes,num_regions,candidate_regions,query_regions,level_0_queries,level_1_queries,level_2_queries,level_3_queries,level_4_queries
7003,0.0628,-1,1,1,10,10,10,10,6,4,0,0,0
6888,0.0447,-1,1,1,9,9,9,9,5,4,0,0,0
6796,0.0394,-1,1,1,8,8,8,8,4,4,0,0,0
6783,0.0432,-1,1,1,9,9,9,9,5,4,0,0,0
6864,0.0755,-1,1,1,15,15,15,15,5,4,6,0,0
0,0.8068,-1,126,63,19,19,1197,0,0,0,0,0,0
6421,0.2023,-1,1,1,5,5,5,5,0,5,0,0,0
6515,0.089,-1,1,1,11,11,11,11,1,4,6,0,0
0,0.1728,-1,1,1,12,12,12,0,0,0,0,0,0
0,0.2956,-1,21,21,8,8,168,0,0,0,0,0,0
6684,0.1413,-1,1,1,9,9,9,9,5,4,0,0,0
6666,0.053,-1,1,1,6,6,6,6,1,5,0,0,0
6587,0.1234,-1,1,1,8,8,8,8,4,4,0,0,0
3966,0.1175,-1,27,27,1,1,27,27,0,0,0,0,27
6712,0.0567,-1,1,1,10,10,10,10,5,3,1,1,0
6626,0.0317,-1,1,1,6,6,6,6,1,5,0,0,0
6731,0.047,-1,1,1,8,8,8,8,4,4,0,0,0
6596,0.0389,-1,1,1,8,8,8,8,4,4,0,0,0
6913,0.0842,-1,1,1,16,16,16,16,8,2,6,0,0
6752,0.0485,-1,1,1,10,10,10,10,5,3,1,1,0
6627,0.0602,-1,1,1,13,13,13,13,3,4,6,0,0
6722,0.0302,-1,1,1,8,8,8,8,4,4,0,0,0
6635,0.0637,-1,1,1,14,14,14,14,4,4,6,0,0
6684,0.0406,-1,1,1,9,9,9,9,5,4,0,0,0
7654,0.1156,-1,1,1,26,26,26,26,11,9,6,0,0
0,0.0595,-1,1,1,16,16,16,0,0,0,0,0,0
6547,0.035,-1,1,1,5,5,5,5,0,5,0,0,0
13055,0.1972,-1,3,3,11,11,33,22,8,4,6,4,0
6783,0.0628,-1,1,1,9,9,9,9,5,4,0,0,0
6667,0.0712,-1,1,1,13,13,13,13,3,4,6,0,0
6451,0.0259,-1,1,1,5,5,5,5,0,5,0,0,0
6810,0.0438,-1,1,1,9,9,9,9,5,4,0,0,0
13131,0.0861,-1,1,1,20,20,20,20,2,8,6,4,0
0,0.0588,-1,1,1,23,23,23,0,0,0,0,0,0
6781,0.0419,-1,1,1,9,9,9,9,5,4,0,0,0
21049,0.0074,-1,1,1,1,1,1,1,0,0,0,0,1
6777,0.1333,-1,1,1,6,6,6,6,1,5,0,0,0
6936,0.0603,-1,1,1,10,10,10,10,6,4,0,0,0
3557,0.0485,-1,1,1,2,2,2,2,2,0,0,0,0
6889,0.0761,-1,1,1,12,12,12,12,7,3,1,1,0
6940,0.1515,-1,1,1,10,10,10,10,6,4,0,0,0
43470,3.215,-1,378,252,17,17,4284,781,59,407,252,63,0
6875,0.0929,-1,1,1,9,9,9,9,5,4,0,0,0
6748,0.0481,-1,1,1,9,9,9,9,5,4,0,0,0
7012,0.0434,-1,1,1,10,10,10,10,6,4,0,0,0
0,0.0599,-1,1,1,17,17,17,0,0,0,0,0,0
6378,0.0314,-1,1,1,6,6,6,6,0,4,1,1,0
21049,0.0069,-1,1,1,1,1,1,1,0,0,0,0,1
6607,0.1165,-1,1,1,10,10,10,10,4,4,1,1,0
6779,0.0357,-1,1,1,6,6,6,6,1,5,0,0,0
9366,0.1604,-1,7,7,14,14,98,49,28,0,21,0,0
3509,0.0428,-1,1,1,12,12,12,5,1,0,2,2,0
6375,0.0255,-1,1,1,5,5,5,5,0,5,0,0,0
21049,0.0059,-1,1,1,1,1,1,1,0,0,0,0,1
18315,0.2273,-1,7,7,14,14,98,98,49,28,21,0,0
6823,0.0419,-1,1,1,9,9,9,9,5,4,0,0,0
0,0.0734,-1,7,7,14,14,98,0,0,0,0,0,0
6944,0.0817,-1,1,1,9,9,9,9,5,4,0,0,0
6919,0.0478,-1,1,1,9,9,9,9,5,4,0,0,0
6640,0.057,-1,1,1,12,12,12,12,2,4,6,0,0
6875,0.0421,-1,1,1,9,9,9,9,5,4,0,0,0
6866,0.0432,-1,1,1,9,9,9,9,5,4,0,0,0
0,0.0704,-1,7,7,13,13,91,0,0,0,0,0,0
6836,0.0419,-1,1,1,9,9,9,9,5,4,0,0,0
6458,0.0247,-1,1,1,5,5,5,5,0,5,0,0,0
7591,0.204,-1,1,1,45,45,45,38,5,8,17,8,0
7035,0.0861,-1,1,1,18,18,18,18,6,5,7,0,0
23412,0.4611,-1,21,21,12,12,252,168,112,42,14,0,0
6927,0.0341,-1,1,1,2,2,2,2,0,2,0,0,0
6542,0.0303,-1,1,1,5,5,5,5,0,5,0,0,0
6969,0.0465,-1,1,1,9,9,9,9,5,4,0,0,0
6933,0.0448,-1,1,1,9,9,9,9,5,4,0,0,0
7007,0.1106,-1,1,1,23,23,23,13,4,2,4,3,0
6520,0.0563,-1,1,1,11,11,11,11,1,4,6,0,0
3915,0.0867,-1,27,27,1,1,27,27,0,0,0,0,27
7041,0.046,-1,1,1,10,10,10,10,6,4,0,0,0
6474,0.0262,-1,1,1,5,5,5,5,0,5,0,0,0
6878,0.061,-1,1,1,9,9,9,9,5,4,0,0,0
6560,0.0548,-1,1,1,7,7,7,7,1,4,1,1,0
6888,0.0618,-1,1,1,13,13,13,13,4,8,0,1,0
6785,0.0323,-1,1,1,6,6,6,6,1,5,0,0,0
0,0.074,-1,7,7,12,12,84,0,0,0,0,0,0
6921,0.0424,-1,1,1,9,9,9,9,5,4,0,0,0
7306,0.1872,-1,7,7,14,14,98,72,30,21,21,0,0
0,0.1637,-1,21,21,9,9,189,0,0,0,0,0,0
6860,0.052,-1,1,1,9,9,9,9,5,4,0,0,0
6508,0.0529,-1,1,1,10,10,10,10,0,4,6,0,0
16226,0.2516,-1,7,7,10,10,70,70,21,28,21,0,0
6218,0.0158,-1,1,1,1,1,1,1,0,0,1,0,0
53038,3.2276,-1,378,252,13,13,3276,1121,74,297,624,126,0
6642,0.0688,-1,1,1,13,13,13,13,4,3,6,0,0
13313,0.1078,-1,1,1,23,23,23,23,6,7,6,4,0
6968,0.0417,-1,1,1,9,9,9,9,5,4,0,0,0
6623,0.0389,-1,1,1,8,8,8,8,4,4,0,0,0
6807,0.0411,-1,1,1,9,9,9,9,5,4,0,0,0
9653,0.044,-1,7,7,2,2,14,14,7,7,0,0,0
6504,0.0363,-1,1,1,8,8,8,8,3,3,1,1,0
13633,0.1822,-1,7,7,11,11,77,77,28,28,21,0,0
671,0.1054,-1,7,7,10,10,70,7,7,0,0,0,0
7038,0.055,-1,1,1,12,12,12,12,6,6,0,0,0
6989,0.1583,-1,1,1,31,31,31,28,1,9,8,9,1
21049,0.0132,-1,1,1,1,1,1,1,0,0,0,0,1
6813,0.0521,-1,1,1,9,9,9,9,5,4,0,0,0
6685,0.0529,-1,1,1,11,11,11,11,6,3,1,1,0
7161,0.1121,-1,1,1,25,25,25,25,8,5,8,4,0
6604,0.0304,-1,1,1,6,6,6,6,1,5,0,0,0
6359,0.0428,-1,1,1,8,8,8,8,3,3,1,1,0
15627,0.1514,-1,7,7,9,9,63,63,7,35,21,0,0
6859,0.0439,-1,1,1,9,9,9,9,5,4,0,0,0
7104,0.0705,-1,1,1,15,15,15,15,6,8,0,1,0
6532,0.0358,-1,1,1,7,7,7,7,1,4,1,1,0
6765,0.0444,-1,1,1,10,10,10,10,5,3,1,1,0
6762,0.0388,-1,1,1,9,9,9,9,5,4,0,0,0
7559,0.1047,-1,54,36,1,1,36,36,0,0,0,0,36
12040,0.0094,-1,1,1,1,1,1,1,1,0,0,0,0
7155,0.0767,-1,3,3,10,10,30,12,2,0,4,6,0
6531,0.0441,-1,1,1,5,5,5,5,0,5,0,0,0
6752,0.0423,-1,1,1,9,9,9,9,5,4,0,0,0
6943,0.0431,-1,1,1,9,9,9,9,5,4,0,0,0
17771,0.4603,-1,21,21,7,7,147,98,14,70,14,0,0
6556,0.0432,-1,1,1,8,8,8,8,4,4,0,0,0
7034,0.047,-1,1,1,10,10,10,10,6,4,0,0,0
6858,0.0405,-1,1,1,9,9,9,9,5,4,0,0,0
2384,0.0545,-1,22,11,1,1,11,11,0,0,0,0,11
6517,0.0128,-1,1,1,2,2,2,2,1,0,1,0,0
6875,0.0377,-1,1,1,9,9,9,9,5,4,0,0,0
6837,0.0608,-1,1,1,14,14,14,14,4,4,6,0,0
17332,0.2031,-1,7,7,12,12,84,84,35,28,21,0,0
7559,0.1761,-1,54,36,1,1,36,36,0,0,0,0,36
6933,0.1108,-1,1,1,20,20,20,19,5,7,7,0,0
16789,0.1938,-1,7,7,11,11,77,77,28,28,21,0,0
6967,0.047,-1,1,1,9,9,9,9,5,4,0,0,0
6435,0.0489,-1,1,1,9,9,9,9,3,4,1,1,0
6725,0.0568,-1,1,1,12,12,12,12,7,3,1,1,0
6568,0.0494,-1,1,1,10,10,10,10,0,4,6,0,0
7380,0.2101,-1,1,1,46,46,46,37,3,7,18,8,1
47228,3.5429,-1,462,307,10,10,3070,970,100,257,459,154,0
7113,0.0734,-1,1,1,10,10,10,10,6,4,0,0,0
6803,0.0732,-1,1,1,14,14,14,14,5,3,6,0,0
6674,0.0441,-1,1,1,9,9,9,9,5,4,0,0,0
6623,0.0585,-1,1,1,12,12,12,12,2,4,6,0,0
0,0.046,-1,7,7,9,9,63,0,0,0,0,0,0
6647,0.0565,-1,1,1,12,12,12,12,2,4,6,0,0
6833,0.0434,-1,1,1,9,9,9,9,5,4,0,0,0
7114,0.0478,-1,1,1,10,10,10,10,6,4,0,0,0
6552,0.0485,-1,1,1,9,9,9,9,3,4,1,1,0
6613,0.0524,-1,1,1,11,11,11,11,1,4,6,0,0
9355,0.147,-1,66,44,1,1,44,44,0,0,0,0,44
6841,0.0444,-1,1,1,9,9,9,9,5,4,0,0,0
6887,0.0443,-1,1,1,9,9,9,9,5,4,0,0,0
6830,0.0429,-1,1,1,9,9,9,9,5,4,0,0,0
6999,0.085,-1,1,1,18,18,18,18,8,4,6,0,0
6478,0.053,-1,1,1,11,11,11,11,1,4,6,0,0
