estimates,runtime,case
4602,5292.767401,1
4794,4759.4901,1
4860,5018.993401,1
4286,4939.2535,1
5568,6071.774901,1
5254,6795.3197,1
4603,5107.4806,1
4336,4198.406799,1
4683,5757.039,1
4764,5074.0764,1
5280,5752.471601,1
5064,5745.6937,1
4240,4817.281899,1
4122,4191.4654,1
5594,4856.7143,1
5475,5062.5068,1
4332,4556.4853,1
4717,5426.162,1
5404,5865.5766,1
4825,5313.4405,1
5249,5811.3981,1
5082,5617.2583,1
4328,4949.7194,1
4778,5235.400701,1
4028,4893.931399,1
5302,6071.145099,1
4489,5080.2237,1
5661,5588.0705,1
4613,5607.0093,1
6121,5300.3114,1
4127,4668.892399,1
3957,4944.1212,1
5552,5295.436699,1
4590,4895.025,1
4930,4775.486899,1
6878,7693.592399,1
5433,6258.9284,1
4970,5590.02,1
3794,4331.2003,1
6449,6484.071301,1
5192,5268.9189,1
4602,11459.3693,1
5402,5791.070399,1
5645,5791.2742,1
5184,5278.5655,1
5530,5991.244399,1
3664,3949.8419,1
5204,5837.4896,1
5650,5862.734399,1
4285,5015.6594,1
4373,4272.962899,1
5482,5322.0685,1
3179,3815.426801,1
3376,4393.3796,1
4278,5175.006,1
6485,5824.9866,1
4262,4570.9235,1
5031,5557.7272,1
4256,4626.6488,1
3856,4394.226,1
4961,4390.9983,1
4781,4963.182801,1
4635,5167.1246,1
4468,4879.373701,1
5183,6325.3678,1
4924,5016.3286,1
5500,5568.7096,1
4560,5525.786701,1
4106,4265.0063,1
6232,6494.6234,1
4924,12743.4245,1
4877,5285.629499,1
4998,5360.0342,1
4965,4780.7692,1
6396,6010.389799,1
6482,6987.9193,1
4215,5174.1384,1
5926,8653.9275,1
4824,6719.2329,1
3791,4645.7043,1
5592,5351.139701,1
4611,5617.7454,1
6599,5313.604701,1
3189,3867.8989,1
5864,5325.6211,1
5534,5669.0292,1
4590,4479.202401,1
4559,4295.7064,1
4378,5033.0698,1
4966,5914.5676,1
3858,4865.6755,1
3227,3722.0659,1
4868,4835.909,1
4373,9032.512701,1
4402,7780.779199,1
5727,5649.3729,1
4545,4631.282,1
5053,5139.5258,1
5285,5438.6578,1
5150,5255.051301,1
4243,4935.095701,1
5378,5246.466399,1
3921,4220.9173,1
4405,5155.8582,1
5079,5571.131,1
4288,5120.2396,1
5251,5174.6071,1
4983,6174.405001,1
4751,5976.940301,1
3864,4505.9423,1
4441,5268.4533,1
5074,5000.0899,1
5124,5419.0091,1
4928,5476.3477,1
4838,4822.4332,1
4507,4923.208501,1
5183,4919.2662,1
4961,5835.1909,1
4748,5295.6288,1
6954,7108.6761,1
5455,7442.4229,1
3963,5043.592499,1
4430,5044.1226,1
3224,3487.170901,1
4063,4900.128899,1
5147,4833.9465,1
4127,4533.0474,1
4961,5434.9874,1
7139,6141.808,1
4489,5026.7482,1
4222,4984.4778,1
4705,5176.365101,1
4843,4754.6519,1
3911,4221.950501,1
4336,5180.1416,1
4607,4061.5182,1
3553,4334.065199,1
5247,6431.9563,1
4686,4889.2619,1
4724,5717.4304,1
4671,4872.701401,1
6222,5751.386801,1
4039,4766.548,1
4378,4531.9284,1
5644,5836.466501,1
4141,4942.2045,1
4866,5012.7498,1
6756,5972.950501,1
4312,4618.8864,1
4379,5152.6449,1
5327,5520.486,1
5676,5606.191,1
4456,5899.2022,1
5131,5640.436399,1
5390,5745.8617,1
5506,6440.9478,1
6166,5774.2255,1
4411,4544.4869,1
4429,4869.0761,1
4457,5613.5752,1
4702,5294.049999,1
5863,5562.6705,1
5019,5417.5801,1
5878,5170.549101,1
4402,4873.508199,1
4682,5196.438001,1
4719,5184.746699,1
3518,4698.4424,1
4621,5600.0177,1
4511,4853.65,1
4633,5308.1275,1
6083,5541.914,1
5267,4878.987201,1
4612,5178.9625,1
3728,4203.5233,1
6149,6017.895601,1
6396,6768.4229,1
5081,5922.3486,1
5602,5914.082801,1
4450,5692.0203,1
5645,5715.8276,1
4309,4486.7644,1
4212,3889.0244,1
5012,6381.341501,1
4411,5671.564299,1
6455,5972.748299,1
4436,5344.3294,1
5507,5163.406499,1
5534,6295.079899,1
3929,4763.6826,1
6694,6116.5467,1
5281,5406.548499,1
5644,5637.482199,1
5916,5268.6346,1
3748,4323.7181,1
4319,4984.247399,1
3980,4081.8898,1
4549,4338.367099,1
5504,4728.4855,1
4818,6251.2831,1
