estimates,runtime,case
194855,2492.0288,2
209730,2192.4573,2
170027,2375.9423,2
207384,1849.3461,2
160528,1277.3061,2
70831,2198.3603,2
131027,1528.0406,2
174538,1588.5256,2
189261,1469.9378,2
191127,1562.4161,2
192341,1642.6705,2
223196,1653.3919,2
217063,1802.802,2
195541,1672.9515,2
47559,1952.9733,2
457976,3627.5381,2
213171,1644.2554,2
172526,1406.7039,2
218955,1908.1866,2
197591,1626.223,2
156154,1016.1974,2
209144,1879.0692,2
477517,3183.1299,2
212715,1897.0488,2
178644,1509.0703,2
184891,1776.7973,2
181111,1500.8787,2
174245,1514.2161,2
149299,1367.3578,2
349402,3320.3583,2
241886,1742.4243,2
413168,3068.9763,2
150006,1177.8003,2
174357,2391.3081,2
164871,1568.6299,2
219240,2027.2909,2
203209,1398.4248,2
180988,1316.8024,2
165145,1360.4973,2
188833,2036.7104,2
235569,2005.7268,2
192569,1548.1534,2
181529,1716.7631,2
168293,1477.0453,2
207489,1721.4482,2
190623,1684.0448,2
175880,1266.596,2
171550,1217.4161,2
210623,3049.8347,2
149213,1436.7863,2
168321,1557.5963,2
177238,1885.1312,2
187836,1256.3563,2
239307,1757.6315,2
219070,1791.539,2
210123,1574.6258,2
148876,1518.7426,2
213149,1747.7035,2
204404,1846.6376,2
217421,2019.9707,2
177238,1885.4715,2
183645,1781.582,2
148885,1187.4558,2
139481,1292.1032,2
161705,1165.4286,2
199428,1765.3643,2
150692,1167.7729,2
209739,1728.084,2
207969,2009.9874,2
223014,1673.1308,2
219708,1886.871,2
200781,1567.0669,2
158308,1735.6225,2
189794,1748.9153,2
215673,1870.2678,2
164553,1396.4953,2
205337,1686.0589,2
171594,1708.2617,2
40112,1709.9867,2
203796,2954.6872,2
206327,1807.1702,2
223018,1851.0564,2
162296,1565.6844,2
155193,1419.1013,2
168321,1489.473,2
203427,1788.8173,2
194065,1599.6733,2
178654,1789.7193,2
76144,1624.5324,2
160152,1668.4508,2
74829,1746.5621,2
52586,2020.2661,2
173194,1339.4901,2
191373,2111.805,2
135709,734.941,2
205437,1769.756,2
195906,2034.9661,2
153814,1425.2073,2
178347,1618.1399,2
139688,1170.3133,2
173503,1857.2281,2
174538,1570.5904,2
197365,1473.0422,2
178424,1388.7701,2
224734,1823.326,2
201639,1645.1518,2
218850,1726.2866,2
214138,1653.3391,2
173333,1616.5501,2
232232,1508.0348,2
155107,1201.8896,2
77212,1631.1448,2
167646,2314.0016,2
195859,1756.0595,2
190684,1752.6511,2
220422,1832.2903,2
201457,1956.7304,2
162518,1381.1342,2
169553,1469.4714,2
224720,1655.8933,2
176882,1757.074,2
213219,1901.6334,2
189047,1492.2771,2
203637,1782.1939,2
196145,1798.7538,2
205057,1829.2756,2
37635,2077.1321,2
189261,1414.934,2
211585,1844.8724,2
69819,2032.5421,2
188136,1750.1453,2
221159,1864.6437,2
156790,1572.3614,2
149104,1547.8308,2
182077,1605.602,2
229836,1683.6898,2
143848,1676.7034,2
186790,1486.183,2
67191,2003.2141,2
203125,1806.5694,2
35362,1079.9107,2
199793,1706.7928,2
189860,1643.5043,2
204926,1684.9753,2
202568,1939.7081,2
233995,2176.334,2
195874,1708.4516,2
160528,1348.5726,2
201871,3838.0026,2
195553,2579.0598,2
153057,1727.2582,2
221280,2230.4561,2
204875,1916.0738,2
154901,1248.9506,2
189880,1770.8189,2
194878,1612.8291,2
37381,1485.8781,2
174320,1337.7162,2
214993,1721.9845,2
68481,1830.9536,2
213462,1859.9631,2
193015,1507.6543,2
155108,1388.1319,2
206599,1933.1508,2
252565,2492.6922,2
221082,2050.2658,2
56864,1945.6917,2
183161,1619.0974,2
225228,1633.8063,2
179254,1462.1524,2
212715,1859.4958,2
225289,1762.8654,2
227941,1901.8965,2
220093,1854.4965,2
157342,1429.3269,2
203413,1871.2486,2
202140,1563.4788,2
207151,1808.5128,2
72309,1845.1157,2
197197,2608.0679,2
170715,1467.1075,2
170099,1317.308,2
158999,2148.4233,2
193811,1404.6234,2
190877,1475.3896,2
168551,1430.8072,2
188675,1781.4686,2
183128,2127.1385,2
183497,2234.3809,2
146019,1404.28,2
164260,1024.4883,2
207256,1527.5843,2
193732,1777.9741,2
77081,1631.0942,2
182600,1415.5212,2
144832,1182.4149,2
54570,2004.7002,2
177306,1972.7597,2
459939,3379.0351,2
179746,1391.3231,2
