estimates,runtime,case
41422,1692.3537,2
30814,1623.5135,2
151887,1969.5394,2
132673,1465.2763,2
110023,1178.8909,2
43438,47.2147,2
1955,1919.8906,1
75620,1020.0606,2
32901,1206.4301,2
134400,1323.4205,2
1932,1805.6787,1
119776,1322.017,2
97776,1217.89,2
137028,1457.9955,2
43438,51.6482,2
160049,1631.114,2
66218,983.5397,2
40774,1994.407,2
15228,1680.9204,2
77547,1213.3218,2
95442,1136.0272,2
58001,809.5553,2
21720,1327.2037,2
6842,990.7392,2
92233,1026.537,2
42887,51.9374,2
114124,1319.3698,2
98212,1302.8698,2
74851,1101.4256,2
25687,1194.178,2
28694,404.5446,2
101816,1042.5072,2
118657,1252.6458,2
38953,1902.7849,2
99243,1278.345,2
43138,61.3238,2
121004,1194.3694,2
42299,2268.2662,2
42887,49.4187,2
104987,1270.396,2
40734,1381.6885,2
119856,1296.8469,2
37100,1586.1017,2
39548,1929.9445,2
67330,1155.0844,2
39522,663.0347,2
43438,47.1363,2
48833,677.6806,2
1673,2312.8795,1
42467,2087.1076,2
42887,47.9677,2
82060,1170.444,2
14613,1149.8384,2
60719,883.7373,2
26095,1762.0703,2
40792,1244.5234,2
68932,1028.7558,2
39314,1645.6525,2
95517,1136.6865,2
44561,1828.7827,2
13560,1575.6476,2
66307,841.6996,2
50627,1790.1935,2
36910,2112.5302,2
51340,1099.9923,2
46416,849.3182,2
40058,2597.8357,2
21124,1991.8408,2
42947,1787.3795,2
117374,1363.4226,2
46169,2159.5862,2
98858,1202.0355,2
98047,1030.1621,2
84842,1017.9514,2
87543,1085.5805,2
68617,975.0007,2
14155,2163.7933,2
99024,1254.6549,2
114264,1156.2757,2
29945,1027.6734,2
9278,884.8119,2
105375,1050.9368,2
77803,888.4227,2
82162,1024.767,2
151591,1539.7673,2
44426,1686.8968,2
126202,1198.4086,2
65645,844.0776,2
54485,822.0224,2
43138,64.0584,2
75940,982.5599,2
22614,1687.7038,2
43438,47.6755,2
90953,1143.2726,2
43438,48.8843,2
32418,1539.9293,2
90418,1171.2736,2
112467,1044.9962,2
59064,700.2612,2
138669,1364.5372,2
27948,1098.6494,2
43313,2029.7487,2
48799,1843.3172,2
18782,513.9914,2
92206,1006.5583,2
129475,1351.069,2
141816,1519.9702,2
60350,823.8713,2
24851,1300.9592,2
16827,2226.6765,2
112419,1059.4478,2
143731,1913.553,2
27841,1792.2138,2
27751,1772.816,2
71519,1077.8572,2
119638,1338.7001,2
91887,1121.653,2
108054,1018.0178,2
107941,1292.2207,2
90631,1191.1185,2
29961,1322.708,2
95081,1214.831,2
36567,1379.9938,2
100570,1165.4032,2
44051,1487.4556,2
117067,1154.2503,2
78714,1038.5182,2
47145,1983.6908,2
29109,992.4454,2
39785,1814.0842,2
37317,1766.8045,2
108016,1276.0816,2
33509,1681.2828,2
179218,2066.7639,2
36744,1492.5909,2
103321,1073.0035,2
89775,1133.275,2
24475,1188.6964,2
42887,48.9434,2
76061,874.7197,2
159745,1568.0308,2
35711,1823.2834,2
43438,50.1715,2
93062,1159.564,2
34425,886.8181,2
19908,1344.103,2
210449,2253.6271,2
106990,1886.2728,2
267545,2469.7009,2
131705,1552.6758,2
40743,1958.6379,2
26213,1227.7351,2
12643,1376.5164,2
104085,1165.9497,2
86680,1007.4628,2
18860,1540.6055,2
43438,46.0504,2
22968,1226.1033,2
12689,1772.016,2
37927,1386.1576,2
30624,1669.3625,2
168206,2049.6016,2
98394,1199.8384,2
104204,1199.036,2
121838,1223.5771,2
134371,1374.1895,2
113101,1053.6108,2
125439,1230.8713,2
227544,2225.7544,2
97893,1198.0332,2
198800,2346.7661,2
46512,1864.1809,2
126184,1278.1148,2
102385,1206.4954,2
133497,1967.1117,2
86421,1094.571,2
202440,2316.0594,2
109799,1970.0559,2
43138,62.5451,2
126987,1378.5066,2
67324,1135.3084,2
80523,928.5981,2
60083,965.6747,2
95608,1844.1865,2
13065,1654.5412,2
140018,1380.97,2
43438,49.021,2
41220,1776.0528,2
86276,1041.7498,2
42887,49.0723,2
46759,1444.9651,2
73915,877.6934,2
22612,1969.5234,2
45589,2041.2361,2
91095,1047.2234,2
38672,1330.7161,2
30741,2090.0286,2
34224,1643.6437,2
13139,1652.069,2
112549,1354.7218,2
