estimates,runtime,case
20916,1259.5741,2
12585,834.2278,2
162815,2228.1166,2
61653,867.3941,2
45164,854.1477,2
12780,837.6499,2
38765,733.873,2
1375,869.2088,1
14992,434.1056,2
32958,673.4587,2
71368,948.288,2
4069,1843.4416,2
14017,921.0366,2
6759,52.896,1
13979,982.2439,2
23251,660.6336,2
10608,1072.3703,2
3675,1209.1745,2
48284,817.8066,2
6759,48.6793,1
9580,1194.8731,2
48951,802.2575,2
10749,1076.8197,2
38979,808.9175,2
29723,951.6822,2
25805,2113.1983,2
18237,609.2624,2
60836,1100.8438,2
6810,1119.0447,2
23846,674.872,2
14413,497.6988,2
12741,1407.4853,2
105217,2291.4302,2
10555,878.9277,2
12259,589.8207,2
45508,773.154,2
21530,569.8701,2
72383,969.1202,2
4152,1700.3679,2
24295,1448.4343,2
48030,901.4922,2
66654,979.3812,2
23037,1444.5768,2
4460,871.4888,2
1183,61.3185,1
19123,1380.3532,2
8811,1065.0272,2
35290,626.9164,2
19562,1295.0789,2
18740,1271.059,2
13112,829.1184,2
1776,1542.7588,2
1257,1071.8976,1
33695,655.457,2
13839,901.8732,2
40430,764.9693,2
20653,1364.5611,2
3620,653.0905,2
16060,1091.7111,2
51141,782.7175,2
46378,824.0177,2
23832,1578.7267,2
12787,808.3095,2
1869,85.13,1
16345,429.6356,2
74951,1119.2561,2
40600,680.7336,2
73118,1009.6578,2
21208,1159.7312,2
6759,67.8605,1
8447,1349.49,2
20113,1164.7664,2
34199,743.4799,2
4237,1912.4823,2
50471,918.3523,2
19138,347.5603,2
12007,208.7682,2
929,54.1872,1
34083,741.9292,2
42224,682.5099,2
13707,968.9799,2
33786,562.5872,2
49834,668.4605,2
59258,831.4924,2
39243,1000.8484,2
157939,1696.9951,2
15730,992.8739,2
6531,38.6424,1
87560,1334.7732,2
14712,347.8998,2
5690,1004.4889,2
30998,733.1912,2
1927,1300.4107,1
14943,1092.3728,2
57536,868.0271,2
19259,475.3044,2
4823,1834.1697,2
4618,1584.2358,2
63304,883.6489,2
13394,966.2068,2
41685,776.5847,2
76805,1019.8397,2
6531,36.7243,1
229877,1748.9582,2
23800,496.8368,2
15714,988.8073,2
6759,47.9201,1
14044,1310.7642,2
77356,995.3907,2
74126,992.0937,2
19515,1894.2614,2
57457,947.559,2
16975,1675.9902,2
55129,852.9103,2
6531,39.3201,1
3687,879.8246,2
45343,812.061,2
42149,868.3837,2
68014,880.0695,2
13222,864.6515,2
33464,718.1074,2
21101,51.6252,2
6664,1631.2365,2
5327,1503.8565,2
51796,893.8619,2
18514,1148.0059,2
4387,1839.6336,2
13141,891.7402,2
47187,864.0739,2
16161,1155.5712,2
16247,959.2703,2
74616,1008.1199,2
57806,838.2447,2
6759,48.4075,1
6759,66.9964,1
37602,733.5366,2
21284,65.7861,2
63763,930.4915,2
14166,1066.355,2
52378,1038.4925,2
18329,1436.7427,2
24964,536.9022,2
25950,1769.542,2
15906,1093.2812,2
59281,875.7961,2
26485,616.9429,2
12675,367.8815,2
45789,791.1076,2
4615,1790.5224,2
18962,1169.7892,2
72725,962.4624,2
61529,856.5658,2
21101,51.1275,2
3554,1389.458,2
7485,448.2227,2
26189,516.5543,2
9408,1179.4749,2
4234,2246.8621,2
13954,1032.9443,2
17152,1090.1644,2
45255,825.3001,2
5188,1418.4243,2
16020,361.1538,2
4040,642.5754,2
13017,1329.3998,2
1183,69.7724,1
48827,847.8827,2
52193,813.8877,2
82717,1020.9858,2
55287,843.3663,2
44453,702.3871,2
71330,891.9518,2
39099,668.3778,2
8270,621.7428,2
56585,972.3149,2
3937,1306.7809,2
39365,762.7149,2
18293,1255.2369,2
3336,1163.6589,2
27017,714.0268,2
19744,1313.5074,2
15809,363.3607,2
22110,493.9158,2
12430,1239.9186,2
37392,836.6691,2
70754,1921.0468,2
1231,1486.3319,1
3719,1683.6187,2
35123,661.4289,2
1501,856.3019,1
13600,876.8677,2
6156,1653.8409,2
61877,1057.1049,2
23846,498.0643,2
57909,966.5814,2
1098,1573.8717,1
40141,643.3411,2
53744,879.7531,2
8188,871.1151,2
20779,1475.6899,2
