estimates,runtime,case
26813,1352.2469,2
15730,946.1178,2
137102,1935.4116,2
84932,1057.8815,2
80773,1072.5554,2
21101,38.7945,2
1767,1210.0595,1
88521,1018.7032,2
21284,49.0019,2
18272,1546.113,2
28122,1376.0639,2
46896,772.401,2
1758,1371.5525,1
53032,935.2349,2
38378,638.2065,2
30706,499.2187,2
21101,37.349,2
21284,58.024,2
67480,946.3832,2
28528,1685.2312,2
21101,36.7909,2
7489,1138.679,2
27728,596.6105,2
3029,730.5117,2
21101,35.9785,2
21284,51.8496,2
29896,668.6327,2
81887,1056.4446,2
21101,41.6846,2
6759,65.4577,1
86886,1035.4186,2
73289,1025.7126,2
7198,1025.0755,2
53728,809.5061,2
85361,1007.449,2
27093,1488.374,2
48155,722.3416,2
30145,495.709,2
17613,854.8108,2
74400,1072.7479,2
49677,882.6739,2
28497,2126.7945,2
149210,1869.3489,2
11633,990.4867,2
21445,741.1606,2
25731,512.759,2
86317,1215.2888,2
70021,956.5081,2
21101,38.9615,2
31626,1954.835,2
17960,863.6917,2
6531,45.7906,1
34081,2026.9206,2
49439,832.3776,2
74567,1082.2233,2
25133,1216.7673,2
32232,2548.5071,2
49407,1013.4738,2
9851,1505.7649,2
23723,738.4605,2
12909,1882.5086,2
14419,1204.5325,2
73209,1252.4011,2
28407,1908.4933,2
13927,1006.9232,2
15119,323.0584,2
1806,1128.5726,1
25008,1636.3563,2
21284,54.2935,2
81026,1028.4457,2
16419,261.7144,2
40795,691.675,2
29818,555.5417,2
17940,302.4656,2
23867,1006.1658,2
13432,1084.4953,2
11633,1323.7266,2
45037,720.5571,2
21284,52.4872,2
27408,2212.538,2
6759,63.6793,1
42199,739.5144,2
28122,1436.5537,2
20482,1662.444,2
103220,1251.0742,2
23032,1398.5296,2
4757,776.7635,2
69482,965.5211,2
25340,1246.289,2
27864,1654.7774,2
20882,1300.9925,2
96744,1128.2039,2
1551,1622.942,1
87185,1026.0855,2
27695,1448.1298,2
39971,781.3131,2
27128,1236.7586,2
8353,1038.8459,2
30901,1953.4362,2
55197,906.2136,2
60134,910.6444,2
23967,1351.7035,2
18850,957.3923,2
84381,1151.0088,2
93587,1116.2499,2
95870,1080.981,2
25234,989.0884,2
8572,954.6837,2
86481,1081.0916,2
9303,1875.1348,2
68319,1097.2521,2
54409,828.3682,2
21284,49.6239,2
21284,49.8007,2
76046,984.2043,2
105054,1186.4259,2
12302,932.8367,2
73640,1006.3399,2
38231,641.7751,2
14530,1498.0295,2
63303,797.2064,2
65463,936.5954,2
64160,1026.1064,2
21786,1262.6846,2
78405,1088.7471,2
6759,65.1747,1
8049,1959.1422,2
21101,40.4984,2
29322,1665.9132,2
35779,699.2156,2
28346,1494.6479,2
5245,1269.6798,2
24588,1300.93,2
86490,1132.0159,2
18687,904.3875,2
26813,1515.4603,2
65425,961.0388,2
86816,1149.8698,2
21101,40.5107,2
20845,457.8823,2
1623,1737.4246,1
26633,1508.9977,2
5491,1997.4975,2
14346,1067.6239,2
54788,791.3433,2
21284,49.8905,2
55437,858.9724,2
61800,919.013,2
13795,1794.9974,2
29927,1806.3339,2
61167,1105.3842,2
25777,1430.6197,2
45171,872.5511,2
28659,1726.5081,2
11986,1918.7169,2
49992,780.2857,2
29629,1822.6457,2
24503,1443.7075,2
55255,946.2219,2
97118,1236.6226,2
28134,1761.5938,2
11594,1219.3752,2
23942,1346.102,2
79720,1086.4291,2
30534,1592.8386,2
75242,895.4551,2
49069,907.7688,2
69965,984.1857,2
73984,1033.0634,2
87645,1026.8002,2
11655,2091.6668,2
6531,46.9458,1
9050,229.9594,2
17491,884.6869,2
106584,1157.1819,2
21284,48.3995,2
64189,848.9423,2
60814,849.2415,2
42023,716.7311,2
15229,1192.3183,2
56778,946.749,2
56520,802.7198,2
54148,958.4132,2
70594,1053.74,2
27144,383.0552,2
109987,1283.019,2
26763,1672.3521,2
79088,1030.9486,2
46300,804.4335,2
21101,38.5807,2
72039,848.5855,2
30213,492.8378,2
41103,535.0968,2
32238,645.6211,2
22049,1133.724,2
11738,845.9559,2
88625,1112.2503,2
72602,1027.5415,2
58495,844.7638,2
79043,1120.5142,2
