estimates,runtime,case
12169,1057.3755,2
10621,686.5781,2
137976,1637.5002,2
37105,658.8393,2
22453,571.3037,2
6759,36.2364,1
26349,523.5817,2
12175,488.7683,2
2901,1889.4042,2
1183,63.9241,1
20056,493.7717,2
17917,1393.6677,2
35026,659.4175,2
9863,803.3324,2
48387,787.6682,2
10296,914.6737,2
30898,512.7887,2
12670,428.9673,2
1183,61.7787,1
6759,38.5366,1
8458,990.7288,2
38410,652.0473,2
5594,685.0202,2
1632,1656.2639,1
1903,1271.443,1
13127,637.8565,2
17199,1155.4516,2
9221,515.5751,2
58082,825.9401,2
4438,1489.3846,2
66438,844.4039,2
24094,498.2443,2
175606,2384.3628,2
15659,439.434,2
2994,1762.602,2
15868,1466.3558,2
19793,381.9636,2
31600,652.4718,2
1348,1160.6595,1
6759,40.0336,1
40267,682.0189,2
929,54.4743,1
21076,52.2063,2
5975,509.116,2
15785,356.206,2
20232,400.884,2
1131,1269.5606,1
32298,733.7843,2
17216,396.3493,2
9962,323.9672,2
37000,753.1759,2
10303,890.6669,2
1523,1406.5081,1
39751,768.2181,2
9417,818.7128,2
2016,721.5503,1
10772,802.3423,2
31465,631.3038,2
35878,710.6079,2
66898,861.2911,2
6759,47.9699,1
8455,922.8712,2
26048,600.1877,2
9262,246.1046,2
22108,562.3801,2
15237,1212.541,2
7185,642.9028,2
9556,835.9861,2
29605,530.6929,2
8337,657.552,2
33695,642.219,2
53707,1042.1187,2
1531,1335.9272,1
38052,650.2146,2
4058,1080.2827,2
32605,643.9203,2
13980,979.3337,2
8419,333.4871,2
30898,520.1725,2
3413,1253.9788,2
1310,1291.9104,1
49306,660.4748,2
21076,51.653,2
16769,387.0539,2
25733,591.9529,2
2759,231.6417,2
9502,778.0044,2
65428,924.0654,2
1038,1379.8479,1
22257,374.115,2
30142,517.355,2
29337,610.313,2
1523,1087.8924,1
8207,812.5412,2
21076,51.3644,2
9228,782.8542,2
14249,386.7503,2
6129,776.4721,2
1370,1434.1493,1
34000,635.3425,2
21076,53.5313,2
5190,669.9818,2
38342,732.7125,2
3460,615.1422,2
37447,669.0477,2
32734,605.2499,2
7432,768.6476,2
11217,350.7514,2
37586,654.1802,2
8860,1105.2624,2
30810,672.8882,2
29454,515.303,2
16200,1253.4518,2
110468,1327.1268,2
11876,780.6778,2
3456,251.501,2
34901,613.6734,2
12433,340.5301,2
57732,800.9582,2
1675,891.7643,1
7286,649.8203,2
6759,59.8733,1
12108,320.829,2
35947,653.1323,2
12264,341.3249,2
8292,682.6162,2
13172,1095.747,2
13993,416.9151,2
5335,837.3117,2
8145,307.4972,2
4026,766.9744,2
2280,357.4997,1
12037,386.0103,2
6070,656.6779,2
6235,730.7705,2
31027,543.7243,2
1085,903.6543,1
17826,1248.4148,2
3334,1132.4646,2
40866,712.5915,2
52122,876.9897,2
33253,673.9689,2
3363,222.7078,1
6246,561.9592,2
5973,774.018,2
1730,522.2682,1
27435,553.4723,2
1709,1894.2995,2
21076,72.4464,2
40775,695.95,2
16422,1219.6074,2
13672,1554.2102,2
9676,322.9141,2
18434,1383.7462,2
5446,462.0541,2
40572,666.4101,2
10818,858.7437,2
15181,1119.1878,2
14425,1098.7226,2
51629,798.99,2
1183,62.6373,1
4722,60.1861,2
2600,940.8368,2
14899,358.1783,2
33655,630.3791,2
38777,753.0111,2
8649,705.1641,2
36521,659.2975,2
34996,751.5653,2
21523,506.4456,2
6759,37.3132,1
26101,510.2607,2
22257,374.8975,2
10307,804.8141,2
8276,1012.4504,2
1183,64.1161,1
16629,1217.1658,2
6416,781.047,2
19283,403.987,2
11991,846.3244,2
19200,1352.194,2
18723,1383.4141,2
2148,1738.0243,2
1138,743.8957,1
18135,467.7979,2
21986,1401.4385,2
47533,762.0172,2
6480,645.7463,2
5767,836.9878,2
16790,1245.6691,2
49169,785.6531,2
56594,794.8832,2
9485,798.8821,2
17130,1130.2552,2
929,54.6488,1
62159,842.3823,2
47824,691.1819,2
24281,474.303,2
135493,1637.978,2
9821,815.0874,2
